Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,META,AAPL,META,AAPL,META,AAPL,META,AAPL,META
Datetime,,,,,,,,,,
2025-10-17 13:30:00+00:00,249.5601043701172,713.8200073242188,250.32000732421875,715.739990234375,247.27000427246094,706.1199951171875,248.02000427246094,707.0750122070312,11142993,2995068
2025-10-17 14:30:00+00:00,248.47999572753906,708.9603881835938,249.86000061035156,713.989990234375,248.22999572753906,707.3599853515625,249.6439971923828,713.7050170898438,3459331,1305341
2025-10-17 15:30:00+00:00,250.29649353027344,712.6900024414062,250.35000610351562,713.5900268554688,248.09719848632812,706.8099975585938,248.47999572753906,708.894775390625,4277714,1121503
2025-10-17 16:30:00+00:00,250.81500244140625,711.8499755859375,251.36000061035156,713.6900024414062,250.27520751953125,710.1408081054688,250.29330444335938,712.9000244140625,6063960,644011
2025-10-17 17:30:00+00:00,252.3000030517578,716.3200073242188,252.53500366210938,716.8300170898438,250.2449951171875,711.1500854492188,250.8000030517578,711.7000732421875,3952984,1866966
2025-10-17 18:30:00+00:00,252.75999450683594,717.1649780273438,252.82000732421875,717.5399780273438,251.6999969482422,715.4199829101562,252.2823944091797,716.5800170898438,3982655,782473
2025-10-17 19:30:00+00:00,252.3000030517578,716.6699829101562,253.3800048828125,718.5399780273438,252.1199951171875,716.010009765625,252.75,717.0700073242188,7247788,1405410
2025-10-20 13:30:00+00:00,259.5050048828125,731.72998046875,259.8699951171875,732.27001953125,255.6300048828125,720.1799926757812,255.88499450683594,721.25,19526731,2719056
2025-10-20 14:30:00+00:00,262.57000732421875,729.9299926757812,263.54998779296875,732.3699951171875,259.07000732421875,728.8099975585938,259.489990234375,731.6900024414062,20690049,1093441
2025-10-20 15:30:00+00:00,263.489990234375,731.1300048828125,264.375,731.7088012695312,262.4175109863281,728.5,262.54998779296875,730.0999755859375,13764809,864571
2025-10-20 16:30:00+00:00,263.1650085449219,732.0,264.2099914550781,732.5499877929688,262.6499938964844,729.8300170898438,263.4800109863281,731.1099853515625,8089517,627716
2025-10-20 17:30:00+00:00,263.7300109863281,733.1500244140625,263.8299865722656,733.5598754882812,262.7900085449219,731.9000244140625,263.17999267578125,732.125,4756799,742534
2025-10-20 18:30:00+00:00,263.4200134277344,733.02001953125,263.80999755859375,733.77001953125,263.0400085449219,731.3300170898438,263.739990234375,733.1400146484375,5423277,738067
2025-10-20 19:30:00+00:00,262.2300109863281,732.3900146484375,263.8500061035156,733.0750122070312,261.92999267578125,731.52001953125,263.44000244140625,733.0750122070312,8021467,949556
2025-10-21 13:30:00+00:00,263.4999084472656,732.7949829101562,265.2900085449219,738.5,261.8800048828125,731.280029296875,261.8800048828125,736.260009765625,17003580,2027490
2025-10-21 14:30:00+00:00,263.6619873046875,730.3101196289062,263.8299865722656,733.7999877929688,262.510009765625,728.7999877929688,263.4599914550781,732.780029296875,4721265,1056245
2025-10-21 15:30:00+00:00,263.1700134277344,733.7349853515625,264.5350036621094,734.489990234375,263.0801086425781,729.22900390625,263.6700134277344,730.4099731445312,5514253,837249
2025-10-21 16:30:00+00:00,263.3265075683594,732.6834716796875,263.6799011230469,734.75,262.8475036621094,729.780029296875,263.1600036621094,733.8699951171875,2671606,891683
2025-10-21 17:30:00+00:00,263.44989013671875,732.989990234375,264.04998779296875,733.3300170898438,262.1499938964844,731.6959838867188,263.3258056640625,732.8150024414062,3718095,420310
2025-10-21 18:30:00+00:00,263.0849914550781,733.885009765625,263.7381896972656,734.1900024414062,262.95001220703125,732.010009765625,263.4495849609375,732.9099731445312,3430980,588085
2025-10-21 19:30:00+00:00,262.8399963378906,733.2490234375,263.2099914550781,734.25,262.4700012207031,732.510009765625,263.0950012207031,733.6300048828125,3493018,653053
2025-10-22 13:30:00+00:00,260.0498962402344,732.3400268554688,262.8500061035156,740.5900268554688,259.7200012207031,731.0590209960938,262.7900085449219,733.4000244140625,9155667,2161926
2025-10-22 14:30:00+00:00,258.4299011230469,729.6300048828125,261.1300048828125,736.6334838867188,257.6401062011719,729.6300048828125,260.0,732.5499877929688,5930214,1388235
2025-10-22 15:30:00+00:00,258.54998779296875,730.02001953125,259.489990234375,733.4600219726562,258.04998779296875,728.3400268554688,258.45001220703125,729.6599731445312,3763921,645997
2025-10-22 16:30:00+00:00,256.69140625,727.1699829101562,258.7699890136719,730.7100219726562,256.29998779296875,724.8699951171875,258.54998779296875,730.510009765625,4679141,682730
2025-10-22 17:30:00+00:00,256.5509948730469,728.9276733398438,257.0798034667969,729.1799926757812,255.42999267578125,724.030029296875,256.6700134277344,726.6400146484375,4221043,629279
2025-10-22 18:30:00+00:00,257.510009765625,732.510009765625,257.67999267578125,732.8400268554688,256.1400146484375,728.5,256.54998779296875,728.9450073242188,3195141,849802
2025-10-22 19:30:00+00:00,258.42999267578125,733.2999877929688,258.80999755859375,733.7000122070312,257.42999267578125,732.25,257.5199890136719,732.510009765625,4263522,723970
2025-10-23 13:30:00+00:00,259.4798889160156,739.5,260.1799011230469,742.4099731445312,258.0101013183594,733.47998046875,259.8900146484375,734.7000122070312,6251007,2157239
2025-10-23 14:30:00+00:00,259.3999938964844,740.5399780273438,259.67999267578125,740.989990234375,258.7300109863281,737.780029296875,259.4200134277344,739.77001953125,2852790,945101
2025-10-23 15:30:00+00:00,260.0400085449219,738.52001953125,260.6199035644531,742.0800170898438,259.0834045410156,737.717529296875,259.3999938964844,740.760009765625,3168121,891092
2025-10-23 16:30:00+00:00,259.8599853515625,736.2000122070312,260.54998779296875,739.2426147460938,259.5199890136719,735.8800048828125,260.04998779296875,738.39501953125,2574209,659913
2025-10-23 17:30:00+00:00,259.9700012207031,735.22998046875,260.42498779296875,738.1099853515625,259.8299865722656,734.739990234375,259.8800048828125,736.0999755859375,3320192,1555111
2025-10-23 18:30:00+00:00,259.8999938964844,734.5250244140625,260.0199890136719,735.8499755859375,259.6199951171875,733.10498046875,259.9700012207031,735.2899780273438,2237171,848857
2025-10-23 19:30:00+00:00,259.5799865722656,734.0,260.04998779296875,735.3599853515625,259.0799865722656,733.5,259.9100036621094,734.5449829101562,3143856,1030315
