Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,GOOG,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10 09:30:00-04:00,,306.8800048828125,277.6600036621094,,603.6199951171875,74.7249984741211,307.4559020996094,277.79998779296875,,604.4699096679688,74.7750015258789,304.6300048828125,273.60009765625,,593.6500854492188,73.56999969482422,306.8299865722656,274.20001220703125,,599.010009765625,73.72200012207031,14208722,6161167,,4080868,4684654
2026-08-10 10:30:00-04:00,,306.5585021972656,279.8799133300781,,599.3400268554688,74.97000122070312,307.20989990234375,279.8800048828125,,608.2100219726562,75.11499786376953,306.2250061035156,277.1400146484375,,598.2999877929688,74.65499877929688,306.8970947265625,277.6549987792969,,603.6199951171875,74.72000122070312,3672651,4537649,,2332316,3242638
2026-08-10 11:30:00-04:00,,305.5299987792969,278.260009765625,,597.3499755859375,75.74500274658203,307.2471923828125,280.1400146484375,,600.3599853515625,75.9800033569336,305.04998779296875,277.9601135253906,,596.6099853515625,74.91000366210938,306.5205078125,279.8450012207031,,599.260009765625,74.9800033569336,4150321,3815721,,1333745,3930681
2026-08-10 12:30:00-04:00,,306.4700012207031,277.6549987792969,,594.5800170898438,75.57499694824219,306.7900085449219,278.44000244140625,,597.4600219726562,75.76499938964844,305.1700134277344,277.0799865722656,,592.3300170898438,75.3499984741211,305.54998779296875,278.30999755859375,,597.344970703125,75.73999786376953,2973562,2623515,,1145871,2278666
2026-08-10 13:30:00-04:00,,306.7149963378906,276.5199890136719,,592.8699951171875,75.52020263671875,306.989990234375,277.67999267578125,,594.8499755859375,75.62999725341797,306.0,276.3900146484375,,592.6900024414062,75.36000061035156,306.4700012207031,277.6474914550781,,594.60498046875,75.56999969482422,2554763,4334652,,806877,1889644
2026-08-10 14:30:00-04:00,,307.2300109863281,276.7349853515625,,592.3823852539062,75.4352035522461,307.6698913574219,277.3599853515625,,595.2000122070312,75.65499877929688,306.6000061035156,276.239990234375,,592.0300903320312,75.41000366210938,306.71990966796875,276.5199890136719,,592.6099853515625,75.5199966430664,3143432,2338845,,807523,2181972
2026-08-10 15:30:00-04:00,,308.19000244140625,278.0799865722656,,594.9199829101562,76.30000305175781,308.2300109863281,278.3699951171875,,595.3499755859375,76.30999755859375,306.8699951171875,276.70001220703125,,592.2122192382812,75.43000030517578,307.2200012207031,276.7749938964844,,592.3400268554688,75.44000244140625,4503724,4718385,,3810052,3602451
2026-08-11 09:30:00-04:00,,306.19000244140625,274.739990234375,,609.2100219726562,76.13500213623047,309.9700012207031,278.7250061035156,,612.4199829101562,76.88999938964844,305.6700134277344,273.260009765625,,593.4000244140625,75.6094970703125,307.75,278.3999938964844,,597.72998046875,76.09200286865234,8080038,5563808,,3988202,6042115
2026-08-11 10:30:00-04:00,,306.7049865722656,273.2749938964844,,609.4949951171875,75.49009704589844,306.94000244140625,274.9599914550781,,611.4299926757812,76.27999877929688,306.04998779296875,272.32000732421875,,606.1599731445312,75.45999908447266,306.19000244140625,274.69000244140625,,609.2999877929688,76.12999725341797,2532263,3124207,,1920300,3557158
2026-08-11 11:30:00-04:00,,306.55499267578125,271.82000732421875,,604.6500244140625,74.98999786376953,307.6099853515625,273.4100036621094,,609.6900024414062,75.52010345458984,306.45001220703125,271.4200134277344,,604.0,74.91500091552734,306.70001220703125,273.260009765625,,609.4949951171875,75.48999786376953,2657630,2637500,,1155264,2973691
2026-08-11 12:30:00-04:00,,306.19000244140625,272.0398864746094,,604.6185302734375,74.77999877929688,306.5899963378906,272.19000244140625,,604.7579956054688,75.02469635009766,305.6986999511719,271.489990234375,,603.0,74.71499633789062,306.57000732421875,271.7900085449219,,604.7579956054688,74.98979949951172,2318016,2323223,,770871,2368748
2026-08-11 13:30:00-04:00,,303.29998779296875,272.0249938964844,,602.5999755859375,74.77999877929688,306.5199890136719,272.79998779296875,,605.77001953125,74.9000015258789,302.7900085449219,271.95001220703125,,602.52001953125,74.66000366210938,306.1650085449219,272.010009765625,,604.5650024414062,74.7750015258789,4171291,2350974,,636781,1854868
2026-08-11 14:30:00-04:00,,305.1600036621094,272.6600036621094,,601.4149780273438,74.6864013671875,305.20001220703125,272.9800109863281,,603.5999755859375,74.80999755859375,302.9700012207031,271.3599853515625,,600.4550170898438,74.481201171875,303.27569580078125,272.0299987792969,,602.760009765625,74.79000091552734,3965892,3006150,,819339,2249999
2026-08-11 15:30:00-04:00,,304.8999938964844,272.2799987792969,,599.2100219726562,74.7750015258789,305.29998779296875,273.42999267578125,,602.6699829101562,74.94999694824219,303.75,271.8999938964844,,598.469970703125,74.56999969482422,305.1600036621094,272.6499938964844,,601.4500122070312,74.66999816894531,4718904,5004862,,1142538,3429803
2026-08-12 09:30:00-04:00,,302.3450012207031,269.8399963378906,,587.6099853515625,73.86199951171875,305.6600036621094,273.4599914550781,,604.4990234375,74.66999816894531,302.17999267578125,268.92010498046875,,586.1160278320312,73.57019805908203,305.1300048828125,273.2049865722656,,601.7000122070312,74.3499984741211,7719258,6826460,,3140855,4731367
2026-08-12 10:30:00-04:00,,301.0799865722656,268.8800048828125,,584.3200073242188,73.77999877929688,303.19000244140625,270.08209228515625,,587.9000244140625,73.94380187988281,301.0299987792969,268.3500061035156,,583.530029296875,73.5999984741211,302.3599853515625,269.760009765625,,587.6699829101562,73.86000061035156,4848995,3890621,,1718159,2225387
2026-08-12 11:30:00-04:00,,301.510009765625,268.7049865722656,,582.22998046875,73.84500122070312,301.82000732421875,269.17498779296875,,584.2899780273438,73.88500213623047,300.57000732421875,267.55499267578125,,580.719970703125,73.6050033569336,301.08990478515625,268.8900146484375,,584.0809936523438,73.7750015258789,3572317,3846656,,1893359,1525609
2026-08-12 12:30:00-04:00,,302.16009521484375,268.739990234375,,581.6099853515625,73.98999786376953,302.510009765625,269.45001220703125,,582.989990234375,74.09929656982422,301.4100036621094,268.6199951171875,,581.0999755859375,73.80500030517578,301.5150146484375,268.7200012207031,,582.239990234375,73.83999633789062,2585592,1966982,,1225870,1611623
