Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-17 14:30:00+00:00,269.2799987792969,230.72500610351562,290.8999938964844,607.4000244140625,111.02999877929688,270.489990234375,234.60000610351562,294.5,611.6900024414062,111.8499984741211,267.0,229.60000610351562,285.6600036621094,603.1400146484375,110.06999969482422,268.7200012207031,232.94500732421875,286.135009765625,609.0349731445312,110.77999877929688,8509806,11162624,9825496,2585815,4796429
2025-11-17 15:30:00+00:00,267.8799133300781,232.4199981689453,288.45001220703125,606.2999877929688,110.37000274658203,269.3900146484375,232.5,291.5299987792969,608.4799194335938,111.37000274658203,266.6499938964844,229.19000244140625,287.42999267578125,603.6599731445312,109.62999725341797,269.2300109863281,230.6999969482422,290.8999938964844,607.3001098632812,111.02580261230469,3379761,6793002,2897454,1127617,2212014
2025-11-17 16:30:00+00:00,268.9200134277344,233.52000427246094,289.0118103027344,606.8499755859375,111.20999908447266,269.54998779296875,233.8249969482422,290.3599853515625,608.8200073242188,111.47000122070312,267.82000732421875,231.0,288.29998779296875,605.77001953125,110.30999755859375,267.8500061035156,232.4499969482422,288.4704895019531,606.25,110.36990356445312,2089997,4128759,2043947,848823,1724155
2025-11-17 17:30:00+00:00,267.7799987792969,232.0,286.29998779296875,604.4500122070312,110.5947036743164,269.3500061035156,234.02999877929688,289.1600036621094,607.3300170898438,111.28990173339844,267.44000244140625,231.86000061035156,285.8800048828125,602.8499755859375,110.4000015258789,268.94000244140625,233.52439880371094,289.0799865722656,606.7999877929688,111.2300033569336,1923442,2375447,1735483,1142893,997802
2025-11-17 18:30:00+00:00,267.2900085449219,231.39930725097656,285.6199035644531,600.1500244140625,109.85820007324219,268.3399963378906,232.77000427246094,287.4150085449219,606.4000244140625,110.80999755859375,266.8599853515625,230.5399932861328,284.78009033203125,599.0430297851562,109.69100189208984,267.7699890136719,231.99000549316406,286.2900085449219,604.5,110.58000183105469,2030991,2231460,1551909,1256188,1393752
2025-11-17 19:30:00+00:00,266.44000244140625,231.66000366210938,285.30999755859375,596.9487915039062,110.23500061035156,267.3800048828125,231.69000244140625,285.6400146484375,600.6099853515625,110.47000122070312,265.7300109863281,230.3800048828125,284.2300109863281,595.4000244140625,109.55000305175781,267.2950134277344,231.38999938964844,285.5950012207031,600.1649780273438,109.8550033569336,2737988,2412376,1789662,1772924,1543491
2025-11-17 20:30:00+00:00,267.4599914550781,232.8800048828125,285.6000061035156,602.010009765625,110.33000183105469,267.5799865722656,233.02000427246094,286.2200012207031,602.0499877929688,110.54900360107422,266.19000244140625,231.69000244140625,284.9599914550781,596.27001953125,109.66999816894531,266.44000244140625,231.69000244140625,285.3399963378906,597.0,110.25,3487816,2731171,1769940,3669362,2103861
2025-11-18 14:30:00+00:00,267.6499938964844,225.52000427246094,282.3299865722656,586.817626953125,111.8499984741211,270.7049865722656,230.1999969482422,288.9100036621094,597.6699829101562,112.9800033569336,265.32000732421875,222.60000610351562,280.07000732421875,583.780029296875,109.19999694824219,269.9150085449219,228.1199951171875,288.3999938964844,591.5999755859375,110.29000091552734,8219985,13352762,5737756,5324154,6586155
