Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-02 18:30:00+00:00,267.17999267578125,243.52999877929688,344.0799865722656,712.739990234375,82.91999816894531,267.3500061035156,244.0500030517578,344.9100036621094,715.594970703125,83.38999938964844,266.6199951171875,243.4499969482422,343.7699890136719,712.530029296875,82.87999725341797,266.7900085449219,243.47999572753906,343.8800048828125,713.010009765625,83.19499969482422,2059363,853548,594002,402851,1217367
2026-02-02 19:30:00+00:00,268.9800109863281,242.9582061767578,344.5150146484375,710.0399780273438,83.13349914550781,269.56988525390625,243.9600067138672,345.1650085449219,713.4899291992188,83.19999694824219,266.82000732421875,242.69500732421875,343.7250061035156,708.9299926757812,82.7300033569336,267.125,243.52999877929688,344.04998779296875,712.7849731445312,82.9000015258789,6110168,2475474,2024247,847458,2991802
2026-02-02 20:30:00+00:00,269.9599914550781,242.9600067138672,344.8900146484375,706.4199829101562,82.73999786376953,270.489990234375,243.3800048828125,345.0,710.0750122070312,83.16000366210938,268.8399963378906,242.55999755859375,344.0249938964844,706.219970703125,82.72010040283203,268.9750061035156,242.9499969482422,344.510009765625,709.9500122070312,83.13999938964844,6031354,2671799,6472834,1031896,2540156
2026-02-03 14:30:00+00:00,269.885009765625,239.21499633789062,344.6083984375,696.0,81.57499694824219,271.5799865722656,246.35000610351562,350.1499938964844,717.0,82.44999694824219,267.69000244140625,237.7100067138672,342.1000061035156,695.75,81.04000091552734,269.1300048828125,245.07000732421875,349.0,707.3699951171875,82.19000244140625,9032813,9718761,4824954,2460117,6458944
2026-02-03 15:30:00+00:00,268.8949890136719,237.5800018310547,344.239990234375,696.9949951171875,81.07499694824219,271.2850036621094,239.64999389648438,346.6499938964844,701.4000244140625,81.62999725341797,267.6099853515625,236.97999572753906,342.7200012207031,694.1500244140625,81.06500244140625,269.8500061035156,239.19000244140625,344.510009765625,695.864990234375,81.57050323486328,5335029,4987668,1914710,1070148,3359996
2026-02-03 16:30:00+00:00,268.8999938964844,237.3000030517578,342.3450012207031,697.1500244140625,80.30549621582031,270.5,237.89999389648438,345.010009765625,699.9299926757812,81.0999984741211,268.2900085449219,236.36000061035156,342.3299865722656,696.3699951171875,80.30000305175781,268.8999938964844,237.58999633789062,344.2300109863281,697.0700073242188,81.07499694824219,3977028,3048779,1282207,628665,4194189
2026-02-03 17:30:00+00:00,269.3399963378906,236.92990112304688,341.1400146484375,691.77001953125,80.33599853515625,270.3699951171875,238.23989868164062,342.6400146484375,698.47998046875,80.9000015258789,268.7550048828125,236.3000030517578,340.32000732421875,689.97998046875,80.19999694824219,268.8900146484375,237.27999877929688,342.2900085449219,696.760009765625,80.3009033203125,3592052,3112998,1572732,990971,3059643
2026-02-03 18:30:00+00:00,271.4800109863281,236.1699981689453,339.7200012207031,688.0,79.91500091552734,271.875,237.11000061035156,341.1700134277344,691.760009765625,80.55000305175781,268.8500061035156,235.4499969482422,338.5899963378906,686.4099731445312,79.86000061035156,269.3349914550781,236.89280700683594,341.1700134277344,691.760009765625,80.33499908447266,4426151,2830358,1549687,948319,4234994
